# MaleCNS v1.0 soma positions, every 7th of 141781 by bodyId order (deterministic, FR-PRP-09)
bodyId,x,y,z
58411,87249,21901,22879
58419,17164,29070,23906
58427,77076,20774,23925
58435,31862,21592,35660
58443,18573,33883,22032
58454,84504,24754,28424
58461,20924,27422,23372
58468,9873,44344,32525
58475,23747,49494,29797
58482,29610,37368,25640
58491,4220,38685,32732
58503,88377,20275,33838
58511,20363,52094,37956
58520,54392,34531,16180
58527,24050,38876,23341
58537,89757,40022,30422
58545,53054,12581,34195
58552,34945,21795,15518
58560,79539,18162,25768
58569,75312,38356,41406
58578,75568,14490,34630
58585,54182,15916,37631
58595,35106,37222,34214
58603,23545,16224,32727
58610,18644,52141,31455
58620,21917,23095,25941
58628,93150,30165,31883
58638,3672,29907,36031
58648,16390,44578,26848
58656,5522,24324,36045
58664,14930,49690,34039
58676,28048,43688,29024
58687,25686,20292,21336
58694,17870,41280,24316
58703,14643,37859,42819
58711,8956,20627,31902
58718,37920,6535,30426
58729,22766,13056,26502
58738,31888,7238,30033
58747,15810,45532,42093
58757,84466,21150,38830
58766,21728,14842,29646
58773,54843,16794,38217
58780,16011,50581,38370
58788,8584,44558,38748
58795,6944,22572,33410
58804,51862,6170,26613
58812,10774,46336,34528
58821,20676,18330,26620
58834,47990,13386,30309
58844,9589,47770,32132
58851,4114,41168,33118
58860,72702,29666,19114
58869,30428,35416,28880
58879,21987,36087,22945
58886,23688,19466,39252
58893,67250,34510,26298
58903,46164,45761,35503
58911,32165,34138,31675
58920,41668,15246,34380
58928,7296,43058,39066
58939,74382,12606,31758
58947,18534,21526,25278
58955,72011,12242,22401
58964,14504,17158,28330
58972,91632,28360,35078
58979,88127,45181,33391
58986,22383,47366,26173
58994,19120,34308,34500
59002,73806,44013,39333
59011,48477,9575,14269
59018,52088,11295,32566
59026,65609,38077,27527
59033,23397,17482,24070
59041,20614,17512,26021
59050,8926,46574,32812
59059,28920,33064,42746
59068,15512,45646,29334
59076,22370,38330,42574
59084,33637,39162,30073
59095,13668,48788,36304
59107,19207,24706,21989
59115,22512,19210,22500
59124,83979,27692,40427
59133,83737,49077,30129
59141,26956,39200,26264
59149,30524,34974,29634
59157,87067,46237,34177
59164,19853,29238,20716
59173,36097,6870,31506
59182,10898,23999,30930
59189,21268,46862,25122
59197,29849,33401,26282
59208,16037,52069,35041
59216,93458,31596,32064
59224,47482,46532,35672
59232,21324,38682,21872
59243,15778,41650,42668
59250,21414,44266,23496
59261,39324,12728,36454
59269,24677,20168,29575
59277,4918,35008,35314
59287,20189,21605,23378
59300,2610,32772,34220
59307,9927,38539,42014
59316,89580,23176,37748
59324,79790,28566,22642
59331,18300,19346,39264
59339,72992,12420,33326
59347,63324,21222,35410
59356,76523,16090,22452
59365,13240,43366,29817
59375,9096,36288,40724
59382,11994,37553,27938
59389,29540,7698,28658
59399,10798,46934,37262
59408,63111,12247,18566
59422,21548,14860,25640
59430,7751,33942,41257
59438,70302,18832,28692
59446,24470,41408,43008
59454,25624,45624,38658
59461,56530,27994,38594
59471,30306,36886,26316
59479,22859,43973,24009
59487,90426,24709,37865
59497,10778,24730,30982
59508,15214,43492,26498
59515,32537,35837,30316
59524,14748,49704,35048
59536,15694,18490,26398
59543,91836,27760,34430
59550,33787,19592,17619
59559,23094,43494,24470
59569,75964,47858,27146
59578,6776,43602,32468
59587,17772,44576,25745
59596,86133,28574,40682
59605,73330,15710,34564
59613,24029,41408,23935
59621,18147,32177,35180
59629,13290,50114,33646
59638,13578,16190,33453
59648,22752,42862,24618
59657,26476,41660,42710
59669,40974,36596,13162
59678,37034,36480,16616
59688,80194,36342,22336
59695,91658,37645,31971
59704,15014,47789,41041
59715,36682,10022,33075
59724,12528,20085,38174
59736,73426,38312,40698
59743,5962,28729,38970
59751,9104,46174,31222
59759,8412,33770,40318
59768,80512,37604,41318
59777,21886,15611,30972
59785,27694,17544,35142
59796,31878,28157,14638
59803,54890,45218,21404
59813,53458,10594,31602
59820,2606,31666,34418
59828,4371,25369,31770
59836,69642,32522,22582
59844,32061,39050,29158
59854,85643,18416,32095
59861,70308,31460,43232
59870,16752,42886,43160
59879,21481,21847,25964
59886,6049,26152,34829
59900,18315,52071,31090
59913,76456,35432,42210
59923,31906,11238,34663
59933,9750,47016,34768
59941,20076,52592,33138
59948,74938,17158,24416
59956,14137,19122,24762
59966,12717,48041,34192
59974,92838,29907,33239
59983,44504,12492,33424
59990,21968,15995,31177
59999,31512,37228,26716
60008,8460,42222,31348
60016,14446,26165,41579
60024,76981,29795,20802
60034,74775,48078,27648
60041,44266,47662,126136
60051,91504,31318,35464
60059,25490,26904,43014
60067,44818,14342,34444
60077,34181,31474,36231
60084,30815,37540,28164
60091,24167,45729,26458
60100,81134,39402,40742
60107,20452,21623,24109
60115,12998,39438,27554
60126,87086,27520,39656
60134,6624,23036,33638
60142,6648,27264,38278
60151,91241,28010,35709
60160,27931,34429,42724
60169,86312,18550,25262
60177,63242,36246,29584
60185,24318,38017,22741
60192,16268,45378,27178
60200,31482,8518,32057
60208,9962,44921,39908
60218,67788,37255,27535
60228,73596,33636,42176
60237,25680,37066,23766
60247,13430,15300,31720
60255,20700,32738,20544
60264,6892,30384,31108
60272,7863,22282,35029
60280,85422,15082,33042
60291,23669,42048,23528
60303,20528,42115,24592
60311,17550,25883,36829
60325,22077,49164,39635
60332,11406,48492,35182
60341,92904,30320,33050
60349,58080,7845,31466
60358,3892,28076,35284
60365,56177,34301,17190
60373,18922,31536,21808
60381,41332,17274,36994
60390,43878,34488,12845
60398,24107,50510,32021
60405,92389,38228,31884
60417,24957,16390,23914
60426,65300,12542,19474
60436,89959,20293,34040
60444,11494,24216,40290
60453,72427,18120,20567
60460,73406,38990,41048
60467,79563,39855,41634
60474,53102,12839,31875
60483,67014,35736,25696
60491,78630,32628,33942
60501,75098,11478,28492
60510,15652,38620,42840
60519,15489,27553,26067
60528,91606,36254,31298
60538,22330,42920,23438
60549,35265,35720,36046
60558,92170,26768,33346
60566,3878,34427,34584
60575,79327,41304,39786
60584,8128,34165,40512
60593,75234,17260,23028
60603,16990,51672,33376
60613,5929,39328,33527
60623,33518,26001,14798
60630,10899,49346,31860
60638,32194,36098,27198
60645,14063,27085,41707
60655,23280,17898,23038
60664,90752,34013,29675
60671,4669,39694,35811
60680,34544,36530,30846
60688,74065,26317,21048
60696,21388,17390,37476
60704,18978,34842,23162
60712,20036,23147,22825
60723,68960,27128,41652
60732,57313,12020,36475
60740,9464,35364,30310
60748,74019,46720,25738
60756,90037,43193,32702
60764,54144,15570,35788
60775,9598,31146,29704
60784,73124,15907,33764
60791,90822,31968,33676
60799,91199,27255,34026
60807,29148,40686,29300
60818,21036,42077,22875
60826,76660,34250,21698
60835,74478,40556,23214
60843,16163,45919,42330
60850,19428,43042,24418
60858,73292,26950,23060
60869,91424,35526,30226
60878,14573,43875,27064
60886,14884,39774,43312
60896,72232,40344,23604
60905,13050,27238,41166
60916,11743,39728,42119
60924,55861,26093,38050
60934,76502,14446,26634
60941,70342,36374,23768
60949,15040,49656,38192
60958,90894,24065,37113
60966,4666,39977,33099
60974,19500,51091,30072
60981,83154,49310,30894
60991,78626,29420,21726
61001,56366,24117,37815
61009,22736,32195,20385
61016,24340,31598,21768
61025,32341,21698,15959
61037,5604,40550,36322
61045,6067,39019,32243
61054,4789,31575,32128
61063,87746,43871,32218
61072,20902,46483,26141
61082,11348,46680,34698
61089,9612,18360,33116
61100,47785,47133,37452
61108,13626,48736,38578
61115,41691,7829,29859
61123,18626,38484,22738
61130,31256,35947,29869
61137,92704,37808,31064
61144,93176,28384,33748
61151,68470,44186,31188
61159,21438,15312,27620
61166,76358,33673,19981
61175,5724,31820,32753
61182,3682,37644,34660
61193,4319,26788,35571
61201,89398,23112,33686
61210,18942,16514,25590
61222,79742,16590,27420
61234,43098,9762,31841
61242,25270,24632,41726
61249,18683,52114,34373
61257,18710,22474,24990
61265,5450,30860,32035
61272,24229,28338,22304
61280,83296,26536,40972
61287,19814,38423,43738
61299,81055,49454,27849
61308,72814,43428,24196
61317,8758,29640,40784
61327,61522,19827,35116
61334,59891,14409,36971
61343,66458,34223,29344
61351,13779,41768,28621
61360,59052,17522,12686
61367,80336,42857,24139
61377,32748,38558,30068
61387,8804,46526,34822
61396,64171,36510,28632
61405,19254,18332,25092
61413,71320,39226,22970
61422,89747,23875,33738
61430,71118,8610,27636
61437,30869,37836,27785
61444,6374,26252,38510
61455,18983,21128,23988
61464,31972,9490,33289
61474,62764,38274,26674
61483,75443,18104,23352
61491,19849,37404,21365
61500,5825,42074,37340
61511,9963,28882,40550
61523,7002,40428,32390
61533,90762,25915,35091
61542,84202,47902,33674
61550,17466,41212,41616
61558,78082,38828,22948
61568,42564,18574,37148
61575,5008,28852,34396
61587,60724,19082,35374
61594,75887,23256,22316
61601,19164,43574,42182
61609,76045,22751,41462
61618,18834,21450,22558
61626,92226,30195,35981
61634,13040,48496,38930
61641,25604,17008,34354
61650,92848,34147,35004
61657,20074,41923,23530
61665,90129,22682,36460
61675,17598,20797,23603
61682,7999,44176,33537
61690,10430,34924,29212
61699,11666,34118,42859
61708,18931,48132,41517
61716,85978,26765,40571
61725,17508,51614,35110
61734,17074,41416,42794
61742,34533,38645,33989
61753,91544,23348,34192
61760,29599,34125,28770
61767,17708,52496,35662
61776,4746,38855,35866
61789,29820,38499,27524
61799,74684,21280,19856
61810,17912,20882,24791
61818,32416,39918,28583
61825,11921,16840,33013
61835,15769,39980,42920
61845,52734,13346,30878
61852,54488,18458,36942
61860,43303,11981,32508
61868,71632,8804,27518
61877,22404,33496,22580
61886,17861,51908,34229
61893,91400,24331,32130
61902,76256,34750,20264
61910,16664,20986,39568
61920,83917,27354,25494
61929,24294,14738,33124
61936,41174,8550,31162
61946,5927,42370,38084
61954,75300,48928,28932
61962,39964,9005,32098
61971,30839,40387,30127
61979,19296,18924,24546
61986,5870,39658,34573
61997,68364,38862,24556
62007,11396,47436,33078
62015,11732,24280,30524
62023,22205,52081,32285
62033,20710,23586,23366
62041,13302,32440,42540
62048,21910,14430,32336
62058,90590,20884,33270
62065,22212,43694,23448
62079,16768,28099,36844
62089,22189,34363,20717
62099,23145,19214,23946
62108,75140,45492,25520
62119,91808,33010,30715
62126,19847,13824,31600
62134,89600,38777,31941
62141,12800,17436,35650
62149,78098,34897,42352
62159,38763,11802,35786
62169,71276,16542,21806
62178,89538,23845,37971
62185,48583,8851,17732
62195,77572,15538,27192
62204,90117,25307,35182
62211,22860,37796,22555
62218,73039,35874,42105
62226,85906,37621,28349
62234,87144,44031,34402
62243,85250,47830,32084
62250,20514,36758,22576
62262,50073,11030,30950
62270,20298,41760,24828
62279,50842,44788,31462
62288,77949,12589,31764
62298,5523,38136,37280
62306,23028,12782,25980
62314,21704,15606,27020
62321,43178,25700,38882
62329,25608,45568,39106
62338,26740,32181,21771
62345,5364,32638,38990
62355,67704,33985,40906
62362,91631,37991,35321
62371,77884,43488,39870
62379,22396,19214,28846
62388,19534,26982,22680
62400,21200,19200,24300
62409,22328,16636,30500
62419,19156,49498,29402
62427,9436,33242,29250
62437,23678,32432,22212
62447,88580,22796,38810
62456,10816,46762,38614
62463,53103,13444,34052
62472,22516,31518,20870
62482,19672,44448,24686
62490,9917,20351,32275
62499,31847,35383,30139
62506,7924,36022,40708
62516,13762,29412,41212
62523,30420,32618,41002
62531,75650,43112,22732
62539,7186,23380,32724
62549,22677,51236,31965
62556,16656,20043,25850
62565,81509,19743,27940
62572,33098,36660,29654
62579,19554,17893,25108
62588,81138,14272,28356
62596,20542,15220,30702
62607,49562,8832,15548
62615,19019,25562,21834
62625,9716,43752,32580
62634,34854,36408,33636
62641,56476,13106,37192
62651,11018,30656,29298
62660,36764,8142,31703
62671,10750,19390,34870
62680,20948,18694,26854
62689,38320,6386,29432
62698,32402,37977,27819
62710,43188,14972,35260
62719,7506,34958,30090
62728,8482,43514,39298
62736,4903,24968,34058
62743,88526,45360,31110
62752,82463,45683,30102
62761,11682,37750,42780
62769,18388,26278,22892
62777,15598,34380,25436
62785,5790,30774,39145
62792,6924,38900,31170
62799,17146,31476,36001
62809,6232,25628,36447
62819,16648,33642,43610
62827,7162,25350,32782
62834,76992,15170,34790
62843,18514,48542,26848
62851,4246,39553,36894
62858,88138,38888,39500
62870,34786,38510,31376
62878,5460,33404,35450
62885,19024,36082,35500
62892,17108,25050,20484
62903,81164,23316,39724
62912,15451,38941,42036
62920,18540,37738,23332
62928,85738,45103,37613
62938,6146,30792,32051
62948,16968,25996,21181
62955,88534,18310,28156
62962,48282,12286,28089
62972,23553,18880,38077
62980,11543,47989,34432
62989,77262,44454,23016
62997,23469,32095,22275
63004,54065,13448,33616
63013,71320,44576,36952
63022,22497,15117,30194
63029,21248,13702,28602
63040,24017,41669,41773
63049,75414,27644,21404
63060,25550,47052,28043
63068,31551,22264,15827
63076,22766,41048,22706
63085,21036,17064,25314
63093,29498,39190,25728
63100,38642,17544,37412
63107,71369,21734,17722
63114,77156,45659,26060
63124,52456,7428,27614
63136,89774,20606,36253
63145,16081,23353,41765
63154,56433,56806,64746
63162,29187,32140,42091
63172,18656,33720,34970
63180,88412,44346,32642
63190,12788,33720,41714
63203,7114,43148,33462
63210,86192,36630,28318
63217,5718,43624,33578
63230,47385,8219,16086
63242,52020,35844,15357
63251,90980,37947,33322
63259,42582,24336,37534
63266,73776,18818,19845
63273,57689,18594,37970
63280,13888,33453,41035
63290,24336,40508,24384
63299,21716,32600,21672
63306,6660,39492,32284
63313,82580,48804,30618
63322,6157,24507,35962
63333,6556,40438,39724
63344,73718,35158,22005
63354,88004,43776,37155
63362,5084,42608,32326
63371,70819,33091,42111
63380,36840,9293,33990
63391,45577,17137,12083
63399,24306,18750,28686
63406,22944,35843,43291
63413,55364,10629,30115
63424,72470,15040,33290
63432,80268,13090,31006
63439,92147,35809,34801
63447,14120,29685,40345
63458,62478,32376,34518
63467,33014,37130,28554
63477,8070,28428,40424
63485,55008,19861,38803
63492,16336,18808,26206
63499,35220,17136,37156
63506,42514,9855,30888
63515,79861,48762,26620
63525,79428,16524,37716
63535,71610,17602,32362
63542,83198,33088,40414
63550,17974,24228,24454
63558,18151,20929,40705
63567,18834,14590,29340
63574,20299,41072,23895
63583,6059,38835,35144
63594,18216,52092,32931
63603,88664,45564,33064
63611,23862,26781,26261
63619,75838,19516,20863
63627,4510,27458,35212
63634,64942,8950,33082
63641,19206,17306,26284
63648,9618,44037,33364
63656,17212,19459,25911
63664,25350,41023,24054
63672,83448,47278,30187
63679,13530,50780,34830
63686,13593,29859,41851
63695,3430,33164,36628
63706,89002,42496,33354
63714,4055,27678,35314
63722,22558,15113,25994
63730,29949,38717,25807
63737,21462,21490,24776
63745,23130,17172,32222
63752,37028,6500,30626
63760,3467,28059,30432
63769,16736,17602,28089
63776,88538,37702,39492
63783,20646,50592,39676
63790,79432,49378,34812
63800,48960,47094,36137
63807,10368,42163,30950
63815,14498,31448,40970
63824,9242,46600,34850
63832,20892,14470,27228
63841,6160,26232,34000
63848,45658,9474,27184
63859,30096,35262,41359
63869,91042,36474,32826
63878,34548,37430,33809
63890,25259,19233,28080
63900,85960,17252,31990
63909,83374,44155,39220
63919,6778,31646,39606
63929,17462,20682,39330
63937,70306,38970,24860
63947,78523,14070,27013
63959,23160,18392,32151
63966,7358,27684,39130
63973,72820,33991,22500
63981,28109,16463,34205
63988,78298,26814,41316
63999,72839,36324,42083
64006,18142,33168,21998
64018,90059,21812,32071
64025,21140,26256,22008
64034,21498,36964,22994
64041,75511,12131,25401
64051,19175,44230,41811
64059,90157,38521,30382
64067,9030,44586,37112
64076,9540,25802,40318
64084,19526,39186,36660
64095,5426,40972,33064
64106,11551,46529,33871
64114,91068,23460,34748
64124,29230,33060,42082
64133,33484,9312,32668
64141,31602,11704,34542
64150,9221,47960,34349
64158,13792,40897,42721
64165,88822,43538,33870
64174,24754,20219,28316
64186,71746,21323,39549
64198,10391,25870,22776
64205,25730,19358,20442
64214,90064,28485,38384
64223,19058,52243,34150
64231,71481,17998,18968
64238,21879,12570,30010
64245,30448,40600,29476
64253,39088,11851,35230
64261,6924,42280,36822
64275,21486,31702,20652
64283,9220,44282,37334
64291,21960,35019,21492
64301,43362,21210,36810
64311,20639,39800,43372
64319,20920,44550,24588
64328,23496,21270,22662
64339,76534,14878,24838
64346,85426,27216,41142
64353,8218,43989,39554
64361,17412,42204,23808
64368,19900,48331,25770
64377,85819,21315,39023
64386,8448,47406,32978
64394,16890,36598,22934
64404,36604,17788,36758
64413,18706,22808,22452
64420,83415,47858,35645
64430,62938,36852,31332
64437,34450,8588,33292
64444,53826,55837,66918
64454,11579,49990,34296
64461,15534,14812,31798
64470,9366,19244,33402
64479,47924,47618,37405
64486,79784,45643,26241
64493,19008,52242,31530
64506,22081,16813,22896
64514,20784,51150,30134
64523,82382,28766,24450
64536,22207,32486,22480
64546,13823,38566,25665
64554,6183,42016,31642
64563,15428,37652,42728
64572,24548,43092,36230
64581,4909,40009,35677
64589,13576,26616,25588
64599,19232,17190,24470
64608,21092,27156,21188
64615,86860,29794,40170
64623,72280,15502,24486
64630,76562,30888,41914
64638,28417,8153,29351
64648,33521,38387,29804
64657,27718,39234,25634
64665,83402,42720,39522
64673,19856,27148,21730
64681,88240,44970,34522
64689,46272,7016,17228
64698,14836,51378,35188
64705,14930,14892,30706
64714,62164,36656,32360
64723,21728,18220,27616
64735,8119,20978,32674
64743,75894,42687,22588
64750,67059,39702,28072
64758,28901,33791,42592
64766,12227,42131,42311
64777,84484,14900,32342
64784,10036,37536,41695
64794,37646,12666,36392
64804,20129,15036,27840
64813,19162,30064,43505
64820,79236,39301,39939
64828,25198,10420,29196
64837,59280,30046,38204
64844,11645,36134,42355
64852,57965,6569,22705
64860,59448,9706,33514
64870,8984,36262,41366
64878,19820,44408,42543
64886,47682,47951,35737
64898,85450,20838,30862
64908,22020,16816,26226
64915,5478,40350,38752
64927,5558,33762,38454
64936,71146,36039,23698
64944,5749,23680,29130
64954,76049,13837,29197
64961,79482,43148,40576
64971,78240,35018,34848
64979,76446,36023,40554
64986,67082,35586,28228
64997,3981,38458,35622
65004,16876,20261,40126
65013,20964,33340,22364
65021,57518,37148,16079
65032,76696,14001,28882
65040,24939,18284,25929
65050,19440,48674,28832
65058,51424,11618,32492
65067,3743,37880,35751
65076,18904,14262,32254
65083,65448,9004,31442
65093,31428,42847,33962
65104,11989,48018,37645
65111,64499,37806,28793
65122,38726,7730,30904
65131,81002,45518,28694
65140,10471,40831,41876
65150,26192,39226,42300
65161,31046,8332,32228
65170,61554,60568,82864
65179,57787,33854,12829
65187,32717,10283,32641
65194,20020,41458,38065
65204,84500,28482,41606
65211,74398,36668,41252
65221,72998,16860,25452
65230,11976,42990,30893
65240,23548,19720,33198
65249,74050,11138,23718
65257,78148,35722,40402
65265,79891,43974,23978
65272,49006,10596,15432
65280,15218,43080,42594
65288,17692,44604,25330
65298,13054,36582,42808
65305,40446,36566,13108
65312,16236,37858,41145
65320,71810,34774,42070
65327,78226,43736,24976
65335,7871,40482,30611
65342,20258,14388,31752
65350,72760,17598,30912
65358,48952,13839,12448
65365,26559,13703,33814
65374,20372,52406,35612
65381,27464,16595,34054
65391,6732,43198,31392
65399,23086,40958,41582
65408,16240,44930,27164
65417,83326,27212,25132
65425,16191,52257,33567
65433,74374,21602,24482
65440,19495,44084,42435
65448,23709,16043,33241
65458,25607,10112,26608
65466,57442,27658,38528
65476,6774,38559,33978
65484,74455,10832,30102
65494,90988,28738,35190
65501,90788,38174,35001
65508,8274,45312,35054
65520,23202,35156,20966
65528,35865,40209,20171
65535,73754,12798,30534
65543,90608,25052,36502
65551,23712,34139,43880
65558,27026,40916,26045
65568,4746,26356,36954
65579,44318,11162,30020
65587,27635,33949,43349
65597,75238,12410,31360
65605,8691,21036,36138
65615,19832,13518,30375
65622,14437,50179,32956
65636,15188,38742,41718
65644,70556,11630,22860
65655,82295,49968,31030
65662,37872,41965,24146
65671,4138,35328,31724
65682,20558,23048,24770
65689,49453,11544,28101
65699,19711,15870,26614
65709,70763,12294,23875
65719,76836,48445,30151
65728,6482,36194,39476
65736,8370,35172,41000
65746,75086,18724,23484
65754,17140,14980,30648
65764,75582,27468,42636
65772,12802,49645,31942
65780,63036,34219,36880
65789,16032,51159,37588
65796,82932,48988,30652
65803,14642,35450,41052
65813,83182,47430,36312
65822,34027,20121,15256
65829,90584,33516,33406
65838,11426,18163,35353
65845,25177,25389,28225
65857,8792,29462,41160
65864,38868,7947,31270
65875,11024,18440,33296
65883,73583,39915,40654
65890,82009,23267,39515
65900,26888,25190,41454
65910,69517,40615,25975
65918,7179,44359,36159
65930,67542,7610,29110
65938,89673,23855,36203
65948,18130,45395,26023
65956,56667,36327,16124
65965,35486,17504,36930
65972,19646,38126,22047
65980,71102,35279,23937
65990,17989,41735,42132
65999,17072,15574,27432
66007,63854,33595,19142
66017,29070,8562,29977
66026,75558,17470,22612
66036,17809,35492,23333
66044,16782,14237,31040
66057,22828,21138,41324
66064,8836,32802,40840
66072,10896,32910,29044
66082,12298,47722,35304
66093,30244,40458,28352
66102,32559,34731,18176
66112,90900,34129,31326
66122,79622,14874,26988
66130,24736,16698,33698
66140,79500,39062,41374
66148,22948,40774,22926
66157,74698,11288,30756
66164,18246,42930,42944
66171,34966,9284,33722
66178,86356,29602,40616
66189,30642,37460,29280
66197,14434,35817,41049
66204,80228,13452,28005
66211,82683,48008,29335
66218,70868,17402,18392
66230,43488,20397,35792
66237,5028,35490,38282
66246,53294,10185,31673
66254,74448,31402,42738
66262,29883,24223,38687
66269,26208,25720,42614
66277,13032,40784,42598
66286,11868,17976,35266
66294,11948,16330,32367
66303,80694,39404,41662
66310,92688,27382,34706
66320,86310,46814,29318
66327,13892,18263,26138
66336,12698,40958,42390
66344,68490,38214,27360
66355,80118,50532,30871
66362,76701,43934,24686
66371,58748,35226,13388
66379,16168,38062,24258
66387,38508,15854,37686
66395,7688,30864,40780
66406,58873,35379,16057
66414,60728,39030,19050
66424,70488,15250,32726
66432,5648,24480,33464
66440,59132,10025,35195
66447,16907,14530,33992
66458,60324,8008,32468
66467,17476,51336,35550
66475,75834,36587,20274
66483,92056,28969,36410
66493,19677,52478,34159
66504,90774,29080,31398
66512,3830,28555,37183
66521,30610,38018,28332
66528,12366,31050,41694
66535,26586,40916,24678
66542,75782,18416,39267
66555,11520,16734,31072
66563,91216,22400,32962
66572,10612,39233,42177
66579,23808,47744,27764
66587,17572,31518,22946
66598,5276,37359,36091
66606,18736,42456,43428
66614,32772,38344,28588
66622,11620,47314,30520
66629,20619,14988,25825
66640,26310,37046,25176
66651,39502,36812,15454
66660,14974,51802,34618
66669,87058,47090,31450
66679,10192,25479,23217
66687,74418,20013,21660
66695,61808,20783,17838
66703,92986,25706,30780
66712,81604,37722,41042
66721,4614,25448,35030
66728,15538,46934,31180
66735,28897,40192,28048
66747,17146,44392,42672
66755,34498,6630,30262
66766,84794,18660,31710
66777,22135,40934,35574
66786,5532,33981,38783
66795,66131,36953,39186
66803,19280,39286,37018
66810,82578,47919,31781
66820,6643,36153,39808
66829,26353,10004,28925
66841,53157,16696,36063
66852,5088,27466,32310
66860,5686,40254,33634
66868,85802,27955,41158
66876,76920,46097,26375
66884,26322,19114,22286
66892,90294,42037,32898
66899,76760,43877,39956
66906,23162,44326,24884
66915,71835,12443,31962
66923,6712,25446,34594
66931,69725,38516,25921
66941,13510,16144,31066
66948,19880,17412,25280
66956,13578,35436,41664
66967,15538,49890,39228
66976,52520,18887,11909
66986,9882,45743,34337
66995,19114,36304,23372
67004,20774,19402,26408
67012,18231,21593,25858
67022,61100,9694,34076
67031,19010,16092,25803
67040,5619,36119,32419
67048,57328,36328,14268
67056,9163,47940,34805
67063,14466,30912,41116
67072,12560,31634,42922
67085,11294,47798,35794
67093,6668,24796,33004
67102,59803,9637,34196
67113,5000,33702,31452
67121,10378,46324,30966
67128,87266,23828,39279
67136,19841,30677,20727
67144,9018,44491,31788
67155,17266,13638,30262
67166,23225,37306,22074
67173,71676,9466,24962
67181,24911,11177,25984
67190,14130,40478,27623
67200,23982,50219,31202
67209,8522,23102,33048
67217,27120,36954,43048
67229,27038,37024,23116
67237,81462,49334,28470
67244,36558,36626,15484
67252,75448,11366,27875
67260,7491,34079,40919
67267,77846,40112,21335
67276,73220,43156,40368
67287,64270,8876,32510
67294,78306,40598,22326
67304,31126,40700,29600
67314,85714,27464,28386
67322,18443,24140,23862
67331,23178,40306,22310
67339,23762,45723,39987
67350,13326,29060,26072
67358,92974,27871,34345
67367,25794,35864,43624
67376,74108,22005,21777
67385,11172,33506,28718
67397,51516,8512,28322
67406,62948,7690,32758
67415,10692,32720,41692
67425,31745,7859,32418
67432,33184,10750,35086
67443,17210,36196,23208
67453,85955,16912,34255
67461,39789,18662,39000
67469,83190,27264,40127
67481,13240,45280,41554
67489,86616,42936,29626
67499,8308,42586,40192
67508,89410,37214,29242
67522,19460,18276,25624
67535,30314,9016,32646
67544,34540,9842,33334
67552,19114,33590,21014
67560,14922,17614,37278
67568,19231,37694,21736
67576,15568,14720,33240
67584,32167,40263,30965
67594,28442,35182,43094
67603,76378,38152,22299
67613,90508,22292,33558
67623,10576,42946,31060
67632,16534,41508,42210
67640,22794,47474,26750
67648,9820,37070,41178
67658,26824,35162,43394
67667,5464,42798,36514
67678,73554,15568,35104
67686,38815,16106,37388
67695,22331,19923,26584
67705,77680,38364,35410
67715,17916,43925,25249
67724,90192,41044,33420
67733,27824,43512,28301
67740,24573,25452,28151
67748,14228,18877,37934
67760,28828,42638,30230
67768,20840,13957,28750
67778,7959,23148,38029
67787,75249,25357,22031
67798,89773,42065,35068
67807,34164,35581,31975
67816,62314,25520,37586
67826,72985,43989,24773
67833,70117,45781,35645
67844,21744,36794,21010
67854,73757,15028,23578
67863,8363,31813,40754
67870,23302,47340,27264
67879,24820,44244,25913
67888,84956,27274,41400
67895,19688,52318,30576
67908,18433,49879,32070
67916,8923,39497,29911
67924,86862,28228,28844
67934,74633,13825,31446
67944,5214,37088,36724
67953,5540,33819,32907
67960,88249,28253,39847
67972,63768,50616,79624
67983,22990,37668,23240
67992,8007,34385,40165
67999,80184,18492,39080
68006,89446,25490,31098
68014,75130,44514,39314
68024,8070,45062,31431
68031,23806,15677,34851
68042,20920,39554,22440
68049,92877,35216,33937
68058,73850,17009,35927
68066,10172,45565,32585
68073,91274,32382,37148
68082,84118,47608,29953
68093,6432,25961,34857
68103,71855,38168,22832
68112,19690,17800,25518
68120,23445,46366,40076
68129,32458,7332,30572
68137,39091,14265,36610
68144,31486,11330,21146
68153,77648,38772,40368
68164,22274,46149,26169
68173,82582,14366,29170
68180,13344,48666,34878
68192,7929,22508,35363
68199,55870,21405,38614
68210,72583,31797,20448
68218,8480,47264,34568
68227,39235,34171,12965
68234,88666,41988,30305
68244,9164,27628,40181
68252,12501,33826,27810
68260,85915,46222,36230
68267,18136,51752,34965
68276,17164,36612,37640
68286,21916,12927,27894
68296,83538,27300,40788
68305,13566,32782,25156
68314,73218,35746,41356
68322,5907,41009,35135
68332,48996,13849,29870
68340,90552,20804,34836
68347,90843,41253,32121
68354,31913,18958,36509
68363,4068,41535,33936
68371,74532,22102,21290
68379,58709,31684,12647
68389,18388,24206,24188
68397,72049,43631,39671
68411,78867,26106,21821
68420,19226,16739,28157
68427,80247,35981,21677
68434,13208,43808,42149
68445,8590,43074,33730
68454,4720,36732,38560
68463,73842,15474,32316
68471,77150,50262,31538
68483,85588,16402,26238
68490,34334,37562,36252
68498,14165,38036,43045
68507,63450,7552,32440
68514,91842,27155,33302
68524,49549,48698,33998
68533,17382,15754,26644
68542,67350,36186,27042
68553,90262,42480,30856
68565,76774,16986,24362
